case_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TCGA-2J-AABP,1.3151473,0.10145411,1.5851271,1.0381173,-0.24240577,0.8991796,1.7903838,0.26760203,0.07166071,-0.0087700635,0.06159021,-0.9359888,1.7493932,-0.19086017,-0.7482096,-0.83701,-0.53998613,-0.17523703,0.2533488,0.9732369,-0.7793768,0.45163855,1.007197,0.30618984,1.3591198,1.270066,-0.61479217,0.2028309,-0.9025886,-0.81489646,-0.15234795,-0.3589979,1.3508059,0.31285906,-0.75239694,0.069163024,-1.4700787,0.7468796,-0.035830326,0.83424985,3.396438,-0.39727,-1.3755876,1.831273,0.18730956,0.2882115,-0.50804955,-1.2393339,1.1129847,-0.68272924,1.7870352,-0.68827677,0.6124156,-1.1296883,-1.5843097,0.8709827,0.34756517,0.48082674,0.8582747,0.60109043,-0.007316351,1.304046,-0.8646054,1.2686827,-0.49720734,1.8463854,-0.4259436,0.45865345,0.65663123,-0.42232698,-0.94006443,0.82054126,-1.711077,2.7075071,0.60346603,1.1369314,-0.7017336,1.5852464,-0.70513403,1.3609734,-0.988099,-0.48032415,1.7550237,-1.1874268,0.6918979,-0.82682264,-0.2000477,-0.90779597,-0.62186664,0.29281205,-3.5868142,-0.310674,0.09003988,0.61312705,1.3783574,-0.28290233,0.44734955,0.27130514,-1.3005395,-1.5160857
TCGA-FB-AAQ0,-0.8593252,2.5758085,0.11483617,-0.9212654,0.89774436,-0.33502126,0.5650983,-1.3371607,-0.90439284,0.39929098,0.25083238,0.115755826,-1.0100529,0.0038684607,0.484644,-0.5611354,1.4091331,2.3486464,-0.012036316,0.6168317,-4.5036616,-0.7673378,-0.55537283,0.6987683,0.10599478,-1.8630741,-0.0908739,-0.5448387,-1.2074057,-0.49688286,-0.8404133,0.15400094,0.6608597,0.57337326,1.4522792,-0.16773193,-0.2981338,0.6254688,-1.73817,0.8077311,-0.5295483,1.7967559,0.97339517,0.74501824,-0.4491709,0.19898969,-0.24914241,-0.1051472,0.2933718,-1.3673067,0.9710825,-0.19522709,-1.7253779,0.2563246,-0.22417527,-1.0338417,-1.1957766,-0.41157547,0.3654127,-0.35226476,0.48557866,0.979241,-0.41072005,-0.0541424,1.5552483,0.06524461,0.25574753,-1.0872766,-0.40127462,0.45914644,0.47685468,0.09302972,-0.7476087,0.3191889,0.36363155,-0.6969361,-1.2620275,-0.98303044,-0.30087504,-1.0931305,0.62987506,1.4422492,-1.7537704,-1.0961828,0.5747715,-0.4979247,0.9843712,0.19249187,0.783441,-0.3548346,-1.8301244,-0.23144655,0.3347179,0.0043993443,-0.12906589,0.06951571,-0.03984742,0.4254095,-0.59292924,0.08189814
TCGA-HV-A7OP,1.5025703,-0.33456182,-0.024420105,0.22089066,0.5017821,-0.28764674,1.0171312,0.28225675,0.9098985,2.4012654,-2.1773605,0.82260066,1.071187,0.031910393,-1.30583,0.3282661,0.62319267,1.435715,-0.5938641,1.1943585,0.36685166,0.48866028,-0.50540566,-0.6190533,0.16565946,-0.8857009,-0.25725767,1.2123233,2.7743309,-0.0766041,0.58506894,-0.25061798,1.5481317,-0.6738664,1.1754345,0.43465924,1.046666,0.5397768,-0.30228975,0.15921043,0.079931684,0.9303025,-0.17746517,0.31545997,1.1351035,1.0216428,1.302829,0.14235526,0.5248999,-0.8288475,-0.70962894,-0.023219451,-0.79409385,-1.2038717,0.17578489,-1.819279,0.027204722,0.2396886,1.9928011,-0.50254947,-0.25506872,1.7133322,0.9506468,-1.2138658,1.0897188,-0.94867563,0.059751555,-0.84979826,-0.020953551,-2.7044384,0.94304264,-0.3791526,-2.5009353,0.7507762,-1.3105259,0.8191569,0.39775214,-1.696361,0.6505793,1.3547833,0.46959668,1.9192511,0.012204289,-1.910663,-0.714589,-0.67599505,0.46586058,0.21440198,0.25541472,-0.13631624,0.2657886,-1.0397635,1.6248839,0.30159098,-1.3100411,0.46114403,-1.1951228,-0.2959214,0.9879401,-1.1561909
TCGA-YY-A8LH,0.8788721,1.4662415,-1.7770168,0.45412433,0.955974,-0.47820106,0.07159668,0.6560796,-0.07520145,-0.8935607,-0.024760842,0.765216,-1.9275999,-0.11734533,-0.56705,-0.2553999,-0.44177985,0.3067514,-0.91327333,-0.3317794,2.2155023,-0.12350178,1.0762082,0.5107709,0.6739114,-0.11563999,-1.0833648,-1.5964679,-0.3061297,-0.83395433,-1.9046283,-0.9406402,0.58772784,-0.64841604,-1.7969702,0.7206125,2.0324743,0.08243455,-0.8402177,0.09711999,2.5080283,-0.8602896,-0.51134634,-0.74208987,0.4563476,-0.73375183,1.1659373,-0.11755586,-0.23099485,1.3948627,2.0786393,0.34240392,0.5977993,-1.702975,-0.5782355,-1.3116422,-0.667629,-0.39621174,-0.9648661,0.058658514,-1.3313988,-0.6427324,-1.2933244,0.22557202,0.09075421,-0.9484191,-0.15417466,-0.620927,1.6883883,-2.1521063,-1.0267408,-0.50747484,-0.17389256,1.7565231,0.6914717,-0.73687667,-0.5529178,2.2342308,-2.0962782,0.30091858,-0.67152077,-0.22078772,-2.1552181,-0.6090188,-0.15482119,0.9109935,0.3337782,-1.0411667,0.46965382,0.20257437,1.5493935,0.559934,-0.7469719,0.1514013,1.6283264,-0.2575541,0.018916335,-0.87504065,-1.2946955,-1.9934993
TCGA-LB-A9Q5,-0.3423882,-0.8587255,-0.7120125,-0.620816,-0.96305233,-0.3713948,0.75612605,0.21326444,1.6160257,0.05260676,-0.48182938,0.008234851,0.20457676,-0.17366733,-0.29844946,-0.26943615,-1.3877797,0.044631526,1.2510624,-1.4084525,1.7726914,0.76219505,0.03371606,1.1449578,1.9003007,-0.5316632,1.9078895,0.83031374,0.35869575,-0.7228339,0.13161203,-1.3175082,0.2361445,-0.6103342,-0.55970895,-0.42597,0.12485674,1.5830443,0.24274649,0.89343464,0.3915378,0.91504675,-0.6403396,-1.865403,-0.32764357,0.07883917,0.7299824,0.9614139,-0.17574134,-0.44520596,-0.72105366,-0.28502396,-1.316156,-0.23321354,0.52882046,1.7585229,1.3431695,-0.6371329,-1.821152,-0.77486515,1.0485395,-0.8080267,1.6922358,-0.47988507,0.25700003,-0.7115083,0.32150447,1.9901422,-0.13246989,0.06506011,-1.5332632,-1.4586173,-0.15724969,-0.9480879,-0.9735599,0.40099862,-0.3034955,0.682616,1.9378948,-1.66557,-0.8499277,-0.65394664,-0.80527604,-0.2737274,-2.418579,-1.9235401,1.3182191,0.34186107,-0.43919423,1.3766103,1.3718818,0.45790592,-1.0818175,-0.1543763,-1.2727212,0.06904631,1.0964563,-1.6210034,1.5446316,1.7788134
TCGA-XN-A8T3,1.07874,0.30567476,0.7321606,-0.081986465,0.22101563,-0.47210318,0.40611494,-1.8851018,1.2558734,0.19323105,-3.4363253,-0.24178353,-3.5188437,-0.23429374,0.28868252,1.2657188,2.218717,-1.1728778,-0.82186615,-0.23378909,0.5079914,-0.60035205,-1.0825188,-0.005017549,-0.651663,1.486897,1.3572984,0.27728426,0.6105617,1.964781,-1.1301754,-2.8904529,0.114259645,0.27657098,-0.03546215,-1.0983167,-0.9152937,1.4028989,-2.688019,0.21186107,3.0874588,0.49569273,-0.086688176,0.10108589,0.09772846,-0.45973185,1.0566874,-0.21600135,-0.24142936,-0.4309629,-0.49614644,1.520059,2.0927083,2.278878,0.13633938,-0.72073805,0.27548683,-0.25852013,0.6138015,-0.29974002,-0.10676327,0.05646465,0.5993083,-0.4806493,-1.9654866,0.37049618,0.39794025,0.32654902,0.13171926,1.3651804,-0.32539946,0.4830408,0.05870074,-0.37006378,0.63503,0.59585345,-1.4159995,1.472719,0.19539776,-0.8270902,0.62158626,-0.44137472,0.63408786,-0.05702156,-0.022665262,0.56250966,-1.1950505,-0.3935386,-0.7352115,-0.1561669,-2.3322923,0.28175426,2.5554683,0.017577969,-0.19925152,0.94272614,0.8899613,-0.4845354,-0.38005537,0.3403438
TCGA-3A-A9IS,-0.38062757,1.4004705,0.98636824,-0.23073328,0.050951734,1.1745698,-0.5567447,2.0003808,0.83539504,-0.13168204,-0.82782197,0.46735948,0.45056152,-0.1530428,-0.3781146,0.13213381,0.06461686,-0.26966146,0.6047976,-0.17796108,0.14281833,-0.14564331,-0.5360495,-0.054408576,-0.6484293,-0.48476294,1.4003781,0.8381661,0.38104612,2.2723625,0.9829608,-0.21361762,0.1414991,-0.2350686,1.2467005,1.0279827,0.014137574,-0.42434892,0.21506545,0.33354545,-2.4201164,-0.31655055,-0.29375386,-0.60472995,0.34302056,0.29062054,-3.142942,0.22234681,0.9013886,0.81557536,-0.785686,0.15838717,-1.1454997,0.892997,0.2198791,-0.13019219,0.58063674,-0.8578642,-0.86441326,0.6135472,0.8833417,-1.0440228,0.9140278,-0.8730917,-0.5217049,0.9338556,-0.66327864,-1.264548,-1.1991713,0.14368221,0.35557353,-0.70585775,-2.518441,0.9315957,-1.1232717,-1.1838872,0.13570125,0.12434673,-1.0299032,-0.8364747,0.26839527,0.5518167,0.033267885,-1.0466613,-1.9444921,0.11384277,-0.0746074,-0.19047442,-0.19974703,-0.2868534,-0.76488936,-0.49636495,-0.7696364,-0.4886278,-0.049617548,0.9403954,0.04157679,0.624593,-1.1968765,-0.34140313
TCGA-2J-AAB1,2.5617788,0.89638835,-1.1018758,-1.2443743,0.83925074,0.36484286,0.8076417,-1.6573918,0.640895,-1.7904751,-2.611932,1.0495667,-1.8800621,-1.1090448,-0.84380394,-1.0270605,0.36136594,1.7890683,-0.4199698,-0.48807496,0.1773503,0.25877008,0.40973473,-2.192984,1.9947256,-1.1049744,0.8905149,0.23773216,1.4546125,-0.6490365,-1.0590208,1.2745565,-1.1347798,-2.202418,-0.8005661,-0.40861136,-1.1279713,-1.1243676,-0.52139,-0.49566495,1.5130527,1.4248888,0.83458245,0.682542,-0.20136687,-0.75923645,0.359313,0.3006938,-1.5786605,1.4455699,-0.5724777,1.0045228,-0.35538378,1.6536199,-0.7096453,0.06441778,-1.4847897,1.165369,-0.25104618,2.008461,-1.2598716,0.5571444,0.07874595,1.3295653,0.5689688,1.874862,2.0365262,-0.10354764,-0.12306969,-0.16379699,-0.045035265,-0.0009142589,-1.0371536,0.6756195,0.08217698,1.144026,-0.27903706,0.7242867,0.23421487,0.2983129,0.8397222,-1.7484192,-0.91935384,0.9574624,1.3767374,-0.15549684,-0.11469797,-1.0972412,0.29689467,-0.740095,0.006192431,-0.35545617,-0.5958885,0.99974877,-0.49967796,-0.11018883,2.0399384,-0.18639712,-0.36937737,-0.0043471865
TCGA-IB-A5ST,-0.96124583,-1.6069721,1.157728,0.38489714,-0.73444533,0.30618006,0.41223198,-0.56444454,0.37400073,-0.6945879,0.05412692,-1.2552491,-0.3909994,0.48720664,2.009161,-0.1312864,0.7817647,-0.9387646,0.30748194,0.24292077,0.30457157,0.16816616,-0.44928354,-1.0854489,-1.5968451,-0.29233015,1.0626286,-0.90061146,-0.30487522,2.4437308,0.5371094,-0.5848927,1.7475448,0.6384664,-0.42599368,0.5473865,2.5337887,1.8118203,-1.5409625,-0.26513398,-0.12925479,1.0485542,0.50674284,1.5121329,2.1735876,-0.09069022,0.29264283,0.96860754,2.3589501,0.63910687,-0.51526123,0.64726406,1.6963713,0.74444824,-0.517503,0.84668434,0.37205487,1.2419889,-1.3862038,-0.24110225,1.4703498,-0.81455046,-0.22832727,0.89785427,-2.070644,-3.8723433,-0.39803195,-0.4859814,-0.5274672,-0.4246809,1.7991927,-1.6665521,1.6431212,-1.0730866,-1.991989,-0.9053217,1.9158438,-0.48337525,-1.0852096,-0.77825856,-0.48033312,0.10449817,1.7739139,1.7776738,0.8744465,0.52025944,2.3125165,-0.2849077,-1.4700387,-1.0389751,1.6154643,0.007097572,-1.1947756,0.6043596,-1.5079634,1.0249813,-1.176796,0.99598384,1.6564426,1.2047293
TCGA-XD-AAUI,0.23586626,-2.9665444,0.15456626,2.0915587,0.49875808,-0.09310481,1.5560441,-0.79682904,-0.5806887,0.29654342,0.21674514,-0.15312137,1.7074819,0.85346925,1.1445107,-1.7128096,0.4804728,-0.14715719,0.31024504,0.38126263,-0.039296918,-0.15590431,-1.4742262,0.6942087,1.0957289,0.8501984,-0.5821408,-0.6089188,-0.27366018,0.0852987,0.36548525,0.09278769,-0.59935117,-0.38012916,-0.55566216,0.26968348,-0.17451058,0.30034795,0.8397582,-2.1793792,0.22041069,0.46375853,0.21066208,1.2575505,-1.001506,1.2983414,0.8595779,0.01867421,-1.5949306,-2.1084113,0.9039012,1.1100867,0.9513864,0.29315162,-0.405353,0.52875435,0.08830689,0.27041358,-0.17082278,0.06974456,-0.2687734,0.42905083,0.7283578,-0.98086286,0.2006836,0.48688534,0.29795095,-0.7791977,1.4560912,0.36144823,-0.6296555,-1.7600005,0.47724482,0.5605636,-0.1862776,-0.07492816,0.9681416,0.95053124,-0.47923392,0.69757473,0.6116539,-0.74049807,0.14004152,-1.2314018,0.63860565,-1.0859188,-1.4136274,-0.7297838,0.32808524,-0.3277936,-0.77870494,-0.5010246,0.5401435,-0.28212842,0.98937726,0.12746984,-0.1921199,0.38194314,-0.07849128,-1.3596132
